player_name,pfr_id,weight_lbs,height_in,arm_length_in,wing_span_in,hand_size_in,yard_40_dash_sec,yard_60_shuttle_sec,yard_10_split_sec,yard_20_split_sec,cone_drill_sec,yard_20_shuttle_sec,vert_jump_in,broad_jump_in,bench_press_reps,gsis_id,position,position_group,def_pos_flag,off_pos_flag,missing_weight_lbs,missing_height_in,missing_arm_length_in,missing_wing_span_in,missing_hand_size_in,missing_yard_40_dash_sec,missing_yard_60_shuttle_sec,missing_yard_10_split_sec,missing_yard_20_split_sec,missing_cone_drill_sec,missing_yard_20_shuttle_sec,missing_vert_jump_in,missing_broad_jump_in,missing_bench_press_reps
mike patterson,PattMi20,300.0,73.0,,,,5.08,,,,,,,,26.0,00-0023466,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0
mike person,PersMi00,305.0,76.0,32.75,,9.625,5.07,,,,,4.5,28.0,108.0,21.0,00-0028177,g,ol,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
mike peterson,PeteMi20,226.0,73.0,,,,4.47,,,,,4.08,36.0,118.0,18.0,00-0012871,olb,lb,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
mike pucillo,PuciMi20,306.0,76.0,,,,5.31,,,,,,,,26.0,00-0021321,g,ol,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0
mike roberg,RobeMi00,258.0,76.0,,,,4.75,,,,,4.4,34.5,117.0,16.0,00-0020345,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
mike sainristil,SainMi00,182.0,70.0,30.875,74.5,8.5,4.47,,1.51,,6.99,4.01,40.0,131.0,,00-0039898,cb,db,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
mike seidman,SeidMi00,261.0,76.0,,,,4.8,,,,,,,,20.0,00-0022129,te,te,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0
mike strachan,StraMi03,225.0,77.0,34.25,82.25,10.0,4.54,,1.55,2.64,6.96,4.36,35.0,127.0,20.0,00-0036482,wr,wr,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mike thomas,ThomMi04,197.0,73.0,,,,4.53,,,,7.06,4.29,36.0,131.0,16.0,00-0033114,wr,wr,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0
mike thomas,ThomMi01,198.0,68.0,31.0,,9.375,4.3,,,,6.65,4.28,40.5,126.0,,00-0027076,wr,wr,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1
mike walker,WalkMi01,212.0,74.0,,,,4.35,,,,,4.39,36.5,121.0,18.0,00-0025466,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
mike wallace,WallMi00,200.0,72.0,31.375,,9.0,4.28,,1.43,2.45,6.9,4.27,40.0,129.0,14.0,00-0026901,wr,wr,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
mike weber,WebeMi00,210.0,70.0,29.75,72.25,9.375,4.47,,,,,,33.5,,22.0,00-0035303,rb,rb,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0
mike white,WhitMi01,216.0,77.0,31.875,77.625,9.5,5.09,,,,7.4,4.4,27.0,96.0,,00-0034401,qb,qb,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
mike williams,WillMi04,212.0,74.0,32.5,,9.25,4.53,,1.52,2.64,6.9,4.31,33.5,116.0,8.0,00-0027702,wr,wr,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
mike williams,WillMi03,235.0,77.0,,,,4.56,,1.66,2.7,6.98,4.23,36.5,123.0,,00-0023452,wr,wr,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1
mikel leshoure,LeshMi00,233.0,72.0,32.625,,9.5,4.56,,,,,4.4,38.0,122.0,21.0,00-0027995,rb,rb,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
miles boykin,BoykMi00,231.0,75.0,33.5,81.375,9.875,4.42,,,,6.77,4.07,43.5,140.0,12.0,00-0035703,wr,wr,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
miles sanders,SandMi01,211.0,71.0,30.625,74.625,9.25,4.49,,,,6.89,4.19,36.0,124.0,20.0,00-0035243,rb,rb,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
milton williams,WillMi08,290.0,75.0,31.5,78.5,9.75,4.67,,1.65,2.65,6.96,4.33,38.5,121.0,34.0,00-0036916,dt,dl,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mitch petrus,PetrMi20,315.0,75.0,33.75,,9.5,5.34,,,,,,,,45.0,00-0027746,g,ol,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0
mitchell evans,EvanMi01,258.0,77.0,31.875,77.0,9.5,4.74,,1.55,,7.25,4.4,,115.0,,00-0040187,te,te,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
mitchell schwartz,SchwMi00,320.0,77.0,33.5,,10.0,5.45,,,,7.86,4.87,26.0,89.0,23.0,00-0029253,ot,ol,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
mitchell trubisky,TrubMi00,222.0,74.0,32.0,,9.5,4.67,,,,6.87,4.25,27.5,116.0,,00-0033869,qb,qb,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1
mohamed massaquoi,MassMo00,207.0,74.0,33.25,,9.875,4.6,,1.56,2.65,7.07,4.15,36.5,127.0,,00-0027026,wr,wr,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
mohamed sanu,SanuMo00,210.0,74.0,33.5,,10.125,4.67,,,,6.88,4.22,36.0,126.0,19.0,00-0029632,wr,wr,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
moliki matavao,MataMo00,263.0,80.0,32.5,78.875,9.5,4.81,,1.6,,,,32.5,114.0,,00-0040244,te,te,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
monsanto pope,PopeMo20,300.0,75.0,,,,5.25,,,,,,,,,00-0021105,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1
montaric brown,BrowMo00,190.0,72.0,31.25,76.0,9.5,4.55,,1.58,,,,,,,00-0037313,cb,db,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
montario hardesty,HardMo00,225.0,72.0,31.0,,9.5,4.49,,,,,4.14,41.0,124.0,21.0,00-0027666,rb,rb,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
montavious stanley,StanMo20,302.0,74.0,,,,5.12,,,,,4.62,29.0,,,00-0024396,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1
montee ball,BallMo00,215.0,70.0,32.625,,9.0,4.66,,1.59,,6.88,4.4,32.0,118.0,15.0,00-0030522,rb,rb,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
montori hughes,HughMo00,350.0,76.0,32.625,,10.125,5.23,,1.83,,7.85,4.7,26.5,104.0,22.0,00-0030082,dt,dl,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
montrae holland,HollMo20,340.0,74.0,,,,5.3,,,,,5.13,,,30.0,00-0022094,g,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0
montravius adams,AdamMo00,304.0,76.0,32.75,,9.25,4.87,,,,7.62,4.89,29.0,108.0,22.0,00-0033929,dt,dl,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
moran norris,NorrMo00,250.0,73.0,,,,4.63,,,,,4.5,31.0,114.0,37.0,00-0020508,fb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
morgan moses,MoseMo00,320.0,78.0,35.375,,9.875,5.35,,1.94,,7.93,4.95,21.5,106.0,,00-0031330,ot,ol,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
morgan trent,TrenMo99,193.0,73.0,,,,4.5,,,,,4.01,38.0,127.0,23.0,00-0026928,cb,db,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
morlon greenwood,GreeMo20,241.0,72.0,,,,4.69,,,,,4.08,33.5,112.0,21.0,00-0020449,olb,lb,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
morris claiborne,ClaiMo00,192.0,71.0,33.25,,8.5,4.5,11.44,,,7.01,4.12,34.0,118.0,,00-0029676,cb,db,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
musa smith,SmitMu00,232.0,72.0,,,,4.45,,,,,,35.5,123.0,,00-0022130,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1
mycole pruitt,PruiMy00,258.0,74.0,33.5,,10.25,4.58,11.85,1.6,,7.25,4.37,38.0,118.0,17.0,00-0031585,te,te,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
mychal rivera,RiveMy00,245.0,75.0,32.625,,10.25,4.81,,1.69,,7.17,4.43,31.0,112.0,17.0,00-0030514,te,te,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
mykal walker,WalkMy00,230.0,75.0,32.5,,10.0,4.65,,,,7.09,4.25,33.0,122.0,20.0,00-0036300,lb,lb,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
myles gaskin,GaskMy00,199.0,70.0,29.5,71.125,8.75,4.58,11.77,,,7.19,4.27,35.5,118.0,24.0,00-0035311,rb,rb,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
myron pryor,PryoMy99,305.0,73.0,,,,5.03,,,,,4.75,30.0,107.0,,00-0027138,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1
na brown,BrowNa00,196.0,72.0,,,,4.56,,,,,,40.5,110.0,,00-0002005,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1
nahshon wright,WrigNa00,199.0,76.0,32.875,77.875,9.125,4.49,,1.64,2.65,7.19,4.57,31.0,126.0,6.0,00-0036986,cb,db,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
najee harris,HarrNa00,242.0,73.0,33.375,81.0,10.25,,,,,,,,,,00-0036893,rb,rb,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
nakobe dean,DeanNa00,231.0,71.0,31.875,76.125,9.125,,,,,,,,,,00-0037615,lb,lb,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
nat dorsey,DorsNa20,335.0,79.0,,,,5.46,,,,,4.89,28.5,102.0,26.0,00-0022866,ot,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
nate burleson,BurlNa00,198.0,72.0,,,,4.51,,,,,4.16,42.5,126.0,,00-0021999,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
nate byham,ByhaNa00,264.0,76.0,33.5,,10.0,4.97,,,,,,29.0,109.0,,00-0027780,te,te,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1
nate davis,DaviNa00,226.0,73.0,,,,4.95,,,,,,26.5,99.0,,00-0027118,qb,qb,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1
nate hairston,HairNa00,185.0,72.0,31.0,,9.5,4.52,,,,,,35.5,118.0,14.0,00-0033568,cb,db,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0
nate hobbs,HobbNa00,195.0,73.0,31.5,76.5,9.5,4.48,,1.58,2.56,6.85,4.17,40.5,135.0,17.0,00-0036871,cb,db,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nate lawrie,LawrNa00,255.0,78.0,,,,4.87,,,,,4.12,34.0,117.0,23.0,00-0022907,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
nate potter,PottNa00,295.0,77.0,34.625,,9.625,5.36,,,,7.49,4.67,28.0,100.0,22.0,00-0029551,ot,ol,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
nate solder,SoldNa00,316.0,81.0,35.5,,9.875,4.96,,,,,4.34,32.0,110.0,21.0,00-0027955,ot,ol,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
nate stanley,StanNa00,235.0,76.0,32.625,,10.0,4.81,,,,7.26,4.48,28.5,108.0,,00-0036279,qb,qb,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1
nate sudfeld,SudfNa00,230.0,78.0,34.25,,9.875,,,,,,,29.0,105.0,,00-0032792,qb,qb,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1
nate wiggins,WiggNa00,182.0,73.0,30.5,74.25,9.0,4.28,,1.59,,,,36.0,127.0,,00-0039232,cb,db,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
nathan enderle,EndeNa00,240.0,76.0,31.25,,9.875,5.12,,,,,4.46,25.5,102.0,,00-0028098,qb,qb,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1
nathan peterman,PeteNa00,225.0,74.0,32.375,,9.875,4.82,,,,7.14,4.31,31.0,110.0,,00-0033958,qb,qb,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1
nathan thomas,ThomNa01,330.0,77.0,33.75,83.0,10.75,,,,,,,25.0,107.0,,00-0039422,ot,ol,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
nathaniel dell,DellNa00,165.0,70.0,30.5,,8.625,4.49,,1.49,,,,,121.0,,00-0038977,wr,wr,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1
nathaniel watson,WatsNa00,233.0,72.0,32.875,81.0,10.0,4.63,,1.59,,,,31.0,111.0,,00-0039406,lb,lb,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
nazair jones,JoneNa00,292.0,77.0,34.625,,10.875,5.11,,,,7.93,4.63,24.5,101.0,,00-0033934,dt,dl,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
nehemiah broughton,BrouNe00,255.0,71.0,,,,4.59,,,,,4.37,30.0,108.0,25.0,00-0023654,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
nehemiah pritchett,PritNe00,188.0,72.0,31.625,75.0,8.375,4.36,,1.49,,,,34.5,,,00-0039795,cb,db,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1
neiron ball,BallNe00,235.0,75.0,33.625,,9.375,,,,,,,,,22.0,00-0032205,olb,lb,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0
nelson agholor,AghoNe00,200.0,72.0,32.25,,9.25,4.42,,1.53,,,,,,12.0,00-0031549,wr,wr,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0
nevin lawson,LawsNe00,190.0,69.0,31.5,,9.0,4.48,,1.59,,7.12,4.4,33.0,120.0,16.0,00-0031176,cb,db,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
nic harris,HarrNi99,232.0,74.0,,,,4.86,,,,,4.37,31.5,109.0,15.0,00-0027107,olb,lb,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
nic jones,JoneNi00,189.0,72.0,32.375,,10.0,4.51,,1.57,,,4.34,34.5,122.0,,00-0038986,cb,db,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1
nick boyle,BoylNi00,261.0,76.0,33.375,,10.375,5.04,11.65,1.75,,7.13,4.23,30.5,112.0,20.0,00-0031598,te,te,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
nick broeker,BroeNi00,305.0,76.0,32.5,,9.75,5.27,,1.84,,7.75,4.7,,,,00-0038633,g,ol,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1
nick chubb,ChubNi00,227.0,71.0,32.0,73.625,9.625,4.52,,,,7.09,4.25,38.5,128.0,29.0,00-0034791,rb,rb,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
nick fairley,FairNi00,308.0,76.0,34.75,,9.75,4.84,,,,,4.56,31.0,113.0,,00-0027951,dt,dl,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1
nick foles,FoleNi00,243.0,78.0,,,,5.14,,,,,,30.5,112.0,,00-0029567,qb,qb,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1
nick hardwick,HardNi55,305.0,76.0,,,,5.2,,,,,4.64,34.0,108.0,27.0,00-0022804,c,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
nick hayden,HaydNi99,303.0,76.0,,,,5.14,,,,,4.54,27.0,108.0,34.0,00-0026321,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
nick herbig,HerbNi00,240.0,74.0,31.25,,9.25,4.65,,1.59,,,,,,25.0,00-0038577,lb,lb,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0
nick kaczur,KaczNi20,315.0,76.0,,,,5.28,,,,,,31.5,,,00-0023535,ot,ol,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1
nick kasa,KasaNi00,265.0,78.0,32.875,,9.125,4.71,,1.63,2.69,,,31.5,113.0,22.0,00-0030512,te,te,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
nick leckey,LeckNi20,291.0,75.0,,,,5.26,,,,,4.53,27.0,97.0,18.0,00-0022904,c,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
nick mangold,MangNi20,307.0,76.0,,,,5.05,,,,,4.4,27.5,104.0,24.0,00-0024244,c,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
nick martin,MartNi01,221.0,71.0,31.75,78.375,9.25,4.53,,1.54,,,,38.0,123.0,26.0,00-0040135,lb,lb,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
nick nelson,NelsNi00,205.0,71.0,30.75,74.75,9.25,4.52,,1.6,2.65,6.84,4.08,36.5,123.0,17.0,00-0034767,cb,db,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nick o'leary,OLeaNi00,252.0,75.0,29.75,,9.375,4.93,12.4,1.78,,7.4,4.5,30.5,110.0,21.0,00-0032117,te,te,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
nick samac,SamaNi00,314.0,76.0,32.75,79.0,9.75,,,,,,,,,,00-0039237,c,ol,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
nick toon,ToonNi00,218.0,76.0,32.5,,9.0,4.54,,,,,,37.0,132.0,18.0,00-0029667,wr,wr,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0
nick vannett,VannNi00,257.0,78.0,34.25,,10.0,,11.5,,,7.05,4.2,30.5,111.0,17.0,00-0032394,te,te,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0
nick williams,WillNi01,310.0,76.0,34.125,,10.25,4.94,,1.63,,7.55,4.65,33.0,111.0,28.0,00-0030500,dt,dl,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
nico collins,CollNi00,222.0,76.0,34.125,78.5,9.375,4.45,,1.55,2.63,6.79,4.32,37.5,125.0,14.0,00-0036554,wr,wr,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nico siragusa,SiraNi00,330.0,76.0,33.5,,10.625,5.35,,,,7.71,4.56,32.0,110.0,28.0,00-0033287,g,ol,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
nigel bradham,BradNi00,241.0,74.0,33.75,,10.5,4.64,,,,7.18,4.37,37.0,121.0,24.0,00-0029272,olb,lb,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
nnamdi asomugha,AsomNn20,210.0,74.0,,,,4.45,,,,,,37.5,124.0,16.0,00-0022077,cb,db,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0
noah brown,BrowNo00,225.0,74.0,31.75,,9.125,,,,,7.07,4.33,,,19.0,00-0033591,wr,wr,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0
noah fant,FantNo00,249.0,76.0,33.5,80.0,9.75,4.5,11.49,,,6.81,4.22,39.5,127.0,20.0,00-0035644,te,te,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
noah gray,GrayNo00,240.0,75.0,31.625,78.25,9.375,4.62,,1.61,2.7,6.9,4.45,35.0,115.0,15.0,00-0036637,te,te,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
noah herron,HerrNo00,218.0,71.0,,,,4.6,,,,,4.03,31.0,108.0,17.0,00-0023676,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
noah igbinoghene,IgbiNo00,197.0,71.0,31.75,,9.375,4.48,,,,,,37.0,128.0,15.0,00-0036287,cb,db,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0
noah sewell,SeweNo00,246.0,73.0,31.625,,10.0,4.64,,1.57,,,,33.0,115.0,27.0,00-0038390,lb,lb,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0
o'cyrus torrence,TorrOC00,347.0,77.0,33.875,83.875,11.25,5.31,,1.84,,,4.81,23.5,101.0,23.0,00-0038548,g,ol,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
o.j. howard,HowaO.00,251.0,78.0,33.75,,10.0,4.51,11.46,,,6.85,4.16,30.0,121.0,22.0,00-0033879,te,te,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
odell beckham jr.,BeckOd00,200.0,71.0,32.75,,10.0,4.43,10.93,1.5,,6.69,3.94,38.5,122.0,7.0,00-0031235,wr,wr,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
olandis gary,GaryOl00,218.0,71.0,,,,4.71,,1.6,,7.15,4.13,34.0,116.0,22.0,00-0005816,rb,rb,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0
oli udoh,UdohOl01,320.0,78.0,35.375,85.125,10.0,5.05,,,,7.88,5.05,28.5,105.0,26.0,00-0034994,ot,ol,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
ollie gordon ii,GordOl00,225.0,74.0,32.75,80.0,9.5,4.61,,1.6,,,,34.5,120.0,,00-0040198,rb,rb,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
olu oluwatimi,OluwOl00,309.0,75.0,32.75,,8.625,5.38,,1.86,,,,29.0,110.0,29.0,00-0038593,c,ol,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0
olumuyiwa fashanu,FashOl00,312.0,78.0,34.0,82.75,8.5,5.11,,,,,,32.0,109.0,,00-0039790,ot,ol,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1
omarion hampton,HampOm00,220.0,72.0,30.5,74.75,9.375,4.46,,1.54,,,4.4,38.0,130.0,18.0,00-0040666,rb,rb,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
oniel cousins,CousOn00,315.0,76.0,,,,5.11,,,,,4.8,24.5,107.0,23.0,00-0026239,ot,ol,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
onterrio smith,SmitOn00,214.0,70.0,,,,4.48,,,,,,,,19.0,00-0022138,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0
orlando brown,BrowOr00,350.0,80.0,35.0,85.125,9.75,5.68,,1.88,3.29,7.87,5.38,25.5,89.0,18.0,00-0034752,ot,ol,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
orlando franklin,FranOr00,315.0,78.0,35.0,,11.125,5.11,,,,,,28.5,,26.0,00-0027984,ot,ol,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0
orlando huff,HuffOr20,236.0,75.0,,,,4.7,,,,,,,,16.0,00-0020360,olb,lb,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0
oronde gadsden ii,GadsOr01,236.0,77.0,33.375,81.625,10.0,,,,,,,,114.0,,00-0040189,te,te,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
orson charles,CharOr00,257.0,75.0,32.5,,9.25,,,,,,,,,35.0,00-0029414,te,te,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0
otito ogbonnia,OgboOt00,320.0,76.0,34.375,83.625,10.0,,,,,,,,,29.0,00-0037270,dt,dl,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
ovie mughelli,MughOv00,250.0,73.0,,,,4.73,,,,,4.32,31.5,114.0,,00-0022143,fb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
owen daniels,DaniOw00,245.0,75.0,,,,4.65,,,,,4.11,34.5,114.0,23.0,00-0024313,te,te,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
owen pappoe,PappOw00,230.0,72.0,31.75,,9.125,4.39,,1.52,,,,35.5,126.0,29.0,00-0038600,lb,lb,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0
owen schmitt,SchmOw00,250.0,74.0,,,,4.73,,,,,,,,26.0,00-0026303,fb,rb,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0
p.j. daniels,DaniP.00,210.0,70.0,,,,4.64,,,,,4.4,33.0,116.0,21.0,00-0024346,rb,rb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0
p.k. sam,SamxP.20,210.0,75.0,,,,4.54,,,,,,34.5,,,00-0022741,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1
paris johnson jr.,JohnPa03,325.0,78.0,36.125,85.125,9.5,,,,,,,,110.0,29.0,00-0038540,ot,ol,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0
paris warren,WarrPa00,213.0,72.0,,,,4.71,,,,,,31.5,,,00-0023657,wr,wr,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1
parker ehinger,EhinPa00,310.0,78.0,33.0,,9.875,5.26,,1.79,,,,27.5,97.0,,00-0032771,g,ol,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1
parker washington,WashPa01,204.0,70.0,29.0,,10.125,,,,,,,,,16.0,00-0038606,wr,wr,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0
parris campbell,CampPa00,205.0,73.0,32.25,75.625,9.5,4.31,,,,,4.03,40.0,135.0,11.0,00-0035639,wr,wr,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
parry nickerson,NickPa00,182.0,70.0,30.25,72.75,8.25,4.32,,,,,,,,15.0,00-0034274,cb,db,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
pat bryant,BryaPa00,200.0,75.0,31.125,78.0,9.5,4.61,,1.56,,,,37.5,124.0,,00-0040134,wr,wr,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1
pat elflein,ElflPa00,305.0,75.0,33.25,,9.75,5.32,,,,7.94,4.71,23.5,99.0,22.0,00-0033909,c,ol,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
pat freiermuth,FreiPa00,258.0,77.0,32.5,77.75,9.875,,,,,,,,,,00-0036894,te,te,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
pat sims,SimsPa99,330.0,74.0,,,,5.06,,,,,,27.0,,20.0,00-0026217,dt,dl,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0
pat white,WhitPa01,190.0,72.0,,,,4.55,,,,,4.42,35.0,117.0,,00-0027020,qb,qb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1
patrick mahomes,MahoPa00,225.0,74.0,33.25,,9.25,4.8,,,,6.88,4.08,30.0,114.0,,00-0033873,qb,qb,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1
patrick paul,PaulPa01,326.0,79.0,36.25,86.25,9.375,,,,,,,29.0,,,00-0039899,ot,ol,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
patrick peterson,PetePa00,203.0,73.0,32.0,,9.25,4.31,,,,,4.07,38.0,,15.0,00-0027943,cb,db,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0
patrick queen,QueePa00,232.0,72.0,31.625,,10.0,4.5,,,,,,35.0,125.0,18.0,00-0036323,lb,lb,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0
patrick ramsey,RamsPa00,225.0,74.0,,,,5.24,,,,,4.09,33.5,,,00-0021379,qb,qb,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1
